channel_group_name,state,testing_point,opps,bids,win_rate,sold,binds,quotes,click_to_quote,channel_quote,click_to_channel_quote,q2b,channel_binds,channel_q2b,cpc,avg_bid,win_rate_uplift_state,cpc_uplift_state,win_rate_uplift_channel,cpc_uplift_channel,performance,roe,combined_ratio,win_rate_uplift,cpc_uplift,additional_clicks,expected_bind_change,additional_budget_needed,current_cpb,expected_cpb,cpb_uplift,stat_sig,stat_sig_channel_group,stat_sig_source,recommended_testing_point,segment
Group 130 MCR,OR,-20,1,1,0,0,0,0,0,1,0.01020408163265306,0.0441400304414003,12,0.07628979143798024,,14.04,-1,,-0.26798953699538486,,,0,0,-0.26798953699538486,,-6.533333333333333,-0.18046481698777397,,,,,low,low,channel only,0,MCR
Group 130 MCR,OR,-15,8,8,0,0,0,0,0,1,0.01020408163265306,0.0441400304414003,12,0.07628979143798024,,22.465,-1,,1.0011336032388665,,,0,0,1.0011336032388665,,-6.533333333333333,-0.17531570885870415,,,,,low,high,channel only,0,MCR
Group 130 MCR,OR,-10,11,11,0.09090909090909091,1,0,0,0,1,0.01020408163265306,0.0441400304414003,12,0.07628979143798024,33.44,15.82909090909091,0.3636363636363637,0.6033242768099728,-0.230871081913783,-0.17665580936524147,,0,0,-0.230871081913783,-0.17665580936524147,2.375757575757577,0.0612137907359792,184.09000000000003,,4866.877159837345,,low,low,channel only,0,MCR
Group 130 MCR,OR,-5,9,9,0,0,0,0,0,1,0.01020408163265306,0.0441400304414003,12,0.07628979143798024,,17.75888888888889,-1,,-0.3990589780063464,,,0,0,-0.3990589780063464,,-6.533333333333333,-0.18251090334817954,,,,,low,low,channel only,0,MCR
Group 130 MCR,OR,0,45,45,0.06666666666666667,3,0,0,0,1,0.01020408163265306,0.0441400304414003,12,0.07628979143798024,20.856666666666666,18.784222222222212,,,,,,0,0,,,0,0,22.433555555555543,,,,baseline,baseline,baseline,0,MCR
Group 130 MCR,OR,5,15,15,0,0,0,0,0,1,0.01020408163265306,0.0441400304414003,12,0.07628979143798024,,17.518666666666668,-1,,-1,,,0,0,-1,,-6.533333333333333,-0.18682568140508898,,,,,low,low,channel only,0,MCR
Group 130 MCR,OR,10,9,9,0.1111111111111111,1,0,1,0.1111111111111111,1,0.01020408163265306,0.0441400304414003,12,0.07628979143798024,17.82,23.41444444444444,0.6666666666666666,-0.14559693143679073,-0.266559829059829,-0.006214057433238564,,0,0,-0.266559829059829,-0.006214057433238564,4.355555555555554,0.11439876917606734,80.21,,1696.1720951853904,,low,low,channel only,0,MCR
Group 130 SCH,OR,-20,20,20,0,0,0,0,0,5,0.024509803921568627,0.05909617612977984,39,0.060943846702427834,,12.0215,-1,,-0.20645572636582007,,,0,0,-0.20645572636582007,,-17,-0.3751198840132196,,,,,low,low,channel only,0,SCH
Group 130 SCH,OR,-10,29,29,0.06896551724137931,2,0,1,0.034482758620689655,5,0.024509803921568627,0.05909617612977984,39,0.060943846702427834,21.904999999999998,14.336206896551726,-0.17241379310344823,0.23556370302474794,-0.2603370251419911,-0.0951395076967506,,0,0,-0.2603370251419911,-0.0951395076967506,-2.931034482758621,-0.060329748495238464,10.78068965517241,,-5108.270751029165,,low,high,channel only,0,SCH
Group 130 SCH,OR,0,96,96,0.08333333333333333,8,0,2,0.020833333333333332,5,0.024509803921568627,0.05909617612977984,39,0.060943846702427834,17.728749999999998,15.793749999999998,,,,,,0,0,,,0,0,3.988749999999982,,,,baseline,baseline,baseline,0,SCH
Group 130 SCH,OR,10,17,17,0.058823529411764705,1,0,1,0.058823529411764705,5,0.024509803921568627,0.05909617612977984,39,0.060943846702427834,29.9,16.741764705882346,-0.2941176470588235,0.6865261228230982,0.21198982982949283,-0.06139233196772516,,0,0,0.21198982982949283,-0.06139233196772516,-5,-0.10490863441890386,61.39999999999998,,-3420.1188680742803,,low,mid,channel only,0,SCH
Group 130 SCH,OR,20,22,22,0.18181818181818182,4,0,1,0.045454545454545456,5,0.024509803921568627,0.05909617612977984,39,0.060943846702427834,17.147499999999997,18.924090909090907,1.181818181818182,-0.03278572939434539,0.3917472003847283,-0.051173682646162365,,0,0,0.3917472003847283,-0.051173682646162365,20.090909090909093,0.31058389636554357,338.61636363636364,,2047.8085666354073,,low,high,channel only,0,SCH
Group 130 SCH,OR,30,20,20,0.05,1,0,0,0,5,0.024509803921568627,0.05909617612977984,39,0.060943846702427834,13.27,19.4855,-0.3999999999999999,-0.2514982725798491,0.40180083442736214,0.2555036657831238,,0,0,0.40180083442736214,0.2555036657831238,-6.799999999999999,-0.12726226886207764,-162.04599999999996,,-1063.5831123417413,,low,high,channel only,0,SCH
Group 140 MCH,OR,-15,95,95,0.10526315789473684,10,11,7,0.07368421052631578,74,0.07982740021574973,0.07815213615838833,309,0.07498017732285735,60.53000000000001,53.4316842105263,-0.46905725853094277,-0.2669543010072968,-0.2362292057555582,-0.17463264314620214,,0,0,-0.46905725853094277,-0.2669543010072968,-86.20536635706915,-2.3697074989956723,-7044.456315789474,1177.3554545454544,684.3862688921816,-0.41870888162963077,mid,high,channel & state,0,MCH
Group 140 MCH,OR,-10,99,99,0.13131313131313133,13,11,7,0.0707070707070707,74,0.07982740021574973,0.07815213615838833,309,0.07498017732285735,68.81307692307692,60.802222222222234,-0.3376623376623376,-0.16664249012199622,-0.0774655705893426,-0.04109724208987214,5.5512871809086155,0.40904945755439104,0.799255226254362,-0.0774655705893426,-0.04109724208987214,-62.05704099821746,-1.6379952614776165,-4574.481818181817,1177.3554545454544,894.7259070860334,-0.24005456157549018,low,low,channel only,0,MCH
Group 140 MCH,OR,-5,79,79,0.11392405063291139,9,11,4,0.05063291139240506,74,0.07982740021574973,0.07815213615838833,309,0.07498017732285735,82.65888888888888,68.87088607594936,-0.42537209625817224,0.0010365601109487879,-0.06861716085017051,-0.0494542240752887,,0,0,-0.06861716085017051,-0.0494542240752887,-78.17671878878133,-2.2372054160540276,-4221.503544303798,1177.3554545454544,996.1897853555829,-0.15387508376543327,low,low,channel only,0,MCH
Group 140 MCH,OR,0,459,459,0.19825708061002179,91,11,40,0.08714596949891068,74,0.07982740021574973,0.07815213615838833,309,0.07498017732285735,82.5732967032967,71.8838562091503,,,,,1.9826600835855803,0.14197602733918785,0.9326536454980577,,,0,0,2224.7666666666664,1177.3554545454544,1379.6069696969696,0.17178458244761696,baseline,baseline,baseline,0,MCH
Group 140 MCH,OR,5,94,94,0.18085106382978725,17,11,9,0.09574468085106383,74,0.07982740021574973,0.07815213615838833,309,0.07498017732285735,78.06882352941179,70.39606382978721,-0.08779518353986432,-0.054551209092092344,0.19192916103028476,0.07125138496287536,3.7418077363302507,0.2847450405104605,0.8569755963078837,0.19192916103028476,0.07125138496287536,-16.135377555277415,-0.47266703647600955,137.2452127659617,1177.3554545454544,1243.2546076119115,0.05597218139351041,low,high,channel only,0,MCH
Group 140 MCH,OR,10,101,101,0.2079207920792079,21,11,7,0.06930693069306931,74,0.07982740021574973,0.07815213615838833,309,0.07498017732285735,88.84619047619046,82.77960396039602,0.0487433358720487,0.07596758302425037,0.14814149341277802,-0.0033396563681350197,1.330821851949978,0.29885171879515793,0.8664661002096314,0.14814149341277802,-0.0033396563681350197,8.958260531935537,0.24103266840158505,4173.533465346529,1177.3554545454544,1523.3870384064573,0.2939057890504244,low,high,channel only,0,MCH
Group 140 MCR,OR,-20,30,30,0,0,1,0,0,16,0.0047976011994002995,0.0441400304414003,94,0.07628979143798024,,12.692000000000002,-1,,-0.4391422794454501,,,0,0,-0.4391422794454501,,-17.940824865511058,-0.4955644401985955,,500.27,,,low,high,channel only,-10,MCR
Group 140 MCR,OR,-15,314,314,0.006369426751592357,2,1,2,0.006369426751592357,16,0.0047976011994002995,0.0441400304414003,94,0.07628979143798024,29.049999999999997,16.774968152866247,0.18400566171266805,0.4728747676187256,2.3194527434432426,0.19800912061947865,,0,0,2.3194527434432426,0.19800912061947865,3.3012133510494515,0.08858488143873257,116.81121019108275,500.27,566.8654973193408,0.13311911031910925,low,high,channel only,-10,MCR
Group 140 MCR,OR,-10,328,328,0.01524390243902439,5,1,1,0.003048780487804878,16,0.0047976011994002995,0.0441400304414003,94,0.07628979143798024,17.504,17.180884146341477,1.833672086720867,-0.11252323812742934,-0.31540734883811355,-0.2604201848868146,,0,0,-0.31540734883811355,-0.2604201848868146,32.897589768635285,0.8476395893100239,389.6056097560976,500.27,481.62835160314444,-0.03726317467938422,low,high,channel only,-10,MCR
Group 140 MCR,OR,-5,298,298,0.003355704697986577,1,1,2,0.006711409395973154,16,0.0047976011994002995,0.0441400304414003,94,0.07628979143798024,21.53,17.118355704698004,-0.37621178225205076,0.09160047321277684,-0.3881238694330084,-0.191737751777053,92.89363678588016,0.6950694621842979,0.6787402840188492,-0.3881238694330084,-0.191737751777053,-6.749549697725824,-0.18855098150898558,-259.3218456375839,500.27,296.9356655461704,-0.40644918634703175,low,low,channel only,-10,MCR
Group 140 MCR,OR,0,1673,1673,0.005379557680812911,9,1,8,0.004781829049611476,16,0.0047976011994002995,0.0441400304414003,94,0.07628979143798024,19.723333333333333,18.0474536760311,,,,,,0,0,,,0,0,-146.41713090257025,500.27,353.85286909742973,-0.2926762166481505,baseline,baseline,baseline,-10,MCR
Group 140 MCR,OR,5,278,278,0.01079136690647482,3,1,1,0.0035971223021582736,16,0.0047976011994002995,0.0441400304414003,94,0.07628979143798024,20.363333333333333,19.6420143884892,1.0059952038369304,0.03244887611965526,0.025140783047319152,-0.23151533201010374,,0,0,0.025140783047319152,-0.23151533201010374,18.048383767582468,0.5161073870876238,232.5902517985612,500.27,483.3828118246649,-0.0337561480307336,low,low,channel only,-10,MCR
Group 140 MCR,OR,10,345,345,0.008695652173913044,3,1,1,0.002898550724637681,16,0.0047976011994002995,0.0441400304414003,94,0.07628979143798024,19.73333333333333,19.956608695652182,0.6164251207729468,0.0005070136893695122,-0.23502275719025195,-0.1499477385252,,0,0,-0.23502275719025195,-0.1499477385252,11.059175134488942,0.2904694951885954,71.99666666666656,500.27,443.45617529148393,-0.11356632360228687,low,high,channel only,-10,MCR
Group 140 MCR,OR,20,34,34,0,0,1,0,0,16,0.0047976011994002995,0.0441400304414003,94,0.07628979143798024,,18.027941176470588,-1,,0.037414682482900835,,,0,0,0.037414682482900835,,-17.940824865511058,-0.34718289236677446,,500.27,,,low,low,channel only,-10,MCR
Group 140 MCR,OR,30,35,35,0.02857142857142857,1,1,1,0.02857142857142857,16,0.0047976011994002995,0.0441400304414003,94,0.07628979143798024,35.32,20.18685714285714,4.311111111111111,0.7907723508534731,0.3320813212436589,0.042118483841185994,,0,0,0.3320813212436589,0.042118483841185994,77.34488942020322,1.812003100974622,2865.2214285714285,500.27,1196.830624903995,1.392369370348002,low,high,channel only,-10,MCR
Group 140 SCH,OR,-20,45,45,0.06666666666666667,3,0,1,0.022222222222222223,21,0.05585106382978723,0.05909617612977984,140,0.060943846702427834,16.61,12.734000000000005,-0.4463768115942029,-0.2774163041422356,-0.11807553464192545,-0.0557885034495486,,0,0,-0.11807553464192545,-0.0557885034495486,-20.2108202443281,-0.44596944387437576,-743.9226666666666,,-933.6005841929748,,low,low,channel only,0,SCH
Group 140 SCH,OR,-10,29,29,0.1724137931034483,5,0,2,0.06896551724137931,21,0.05585106382978723,0.05909617612977984,140,0.060943846702427834,16.663999999999998,16.504827586206897,0.43178410794602706,-0.27506714582939285,-0.09984553085648959,-0.01760532973863765,,0,0,-0.09984553085648959,-0.01760532973863765,19.550099295901788,0.40240146627978945,-79.99310344827586,,2684.5998016334297,,low,low,channel only,0,SCH
Group 140 SCH,OR,0,191,191,0.12041884816753927,23,0,8,0.041884816753926704,21,0.05585106382978723,0.05909617612977984,140,0.060943846702427834,22.986956521739128,16.35890052356021,,,,,,0,0,,,0,0,-119.4883769633509,,,,baseline,baseline,baseline,0,SCH
Group 140 SCH,OR,10,29,29,0.20689655172413793,6,0,1,0.034482758620689655,21,0.05585106382978723,0.05909617612977984,140,0.060943846702427834,22.61,16.102758620689652,0.7181409295352323,-0.016398713826366464,0.16401737797086638,-0.0228170792317743,,0,0,0.16401737797086638,-0.0228170792317743,32.51561653728109,0.6822337856429773,598.6220689655172,,2578.151516357145,,low,mid,channel only,0,SCH
Group 140 SCH,OR,20,43,43,0.13953488372093023,6,0,4,0.09302325581395349,21,0.05585106382978723,0.05909617612977984,140,0.060943846702427834,25.531666666666666,19.816279069767443,0.1587462082912032,0.11070235168022206,0.2967980488186361,0.15434147814606844,,0,0,0.2967980488186361,0.15434147814606844,7.187629368075001,0.1111130374771474,179.24186046511636,,12055.48773464694,,low,high,channel only,0,SCH
Group 140 SCH,OR,30,39,39,0.1794871794871795,7,0,5,0.1282051282051282,21,0.05585106382978723,0.05909617612977984,140,0.060943846702427834,29.939999999999998,20.902307692307687,0.49052396878483834,0.30247777567618694,0.3528295613541006,0.1224267873404317,,0,0,0.3528295613541006,0.1224267873404317,22.20969257618472,0.4156552747021338,860.2861538461539,,4861.158457075106,,low,high,channel only,0,SCH
Group 140 SCR,OR,-20,6,6,0,0,0,0,0,3,0.008287292817679558,0.03535353535353535,18,0.08274938169826876,,4.406666666666666,-1,,-0.32750590396221463,,,0,0,-0.32750590396221463,,-5.65625,-0.1694668102559911,,,,,low,mid,channel only,0,SCR
Group 140 SCR,OR,-15,40,40,0.025,1,0,1,0.025,3,0.008287292817679558,0.03535353535353535,18,0.08274938169826876,11.84,7.840999999999998,0.6000000000000001,-0.18269673262770364,-0.07658147938525844,-0.15128714786754674,,0,0,-0.07658147938525844,-0.15128714786754674,3.3937500000000007,0.09877890149656839,8.441999999999993,,1084.7660621506557,,low,low,channel only,0,SCR
Group 140 SCR,OR,-10,33,33,0.030303030303030304,1,0,1,0.030303030303030304,3,0.008287292817679558,0.03535353535353535,18,0.08274938169826876,4.9,6.953636363636364,0.9393939393939394,-0.6617579383341002,-0.12966048141552253,0.022235050362586155,,0,0,-0.12966048141552253,0.022235050362586155,5.313446969696971,0.1484984197190334,-44.95848484848485,,361.96691690871705,,low,low,channel only,0,SCR
Group 140 SCR,OR,-5,25,25,0,0,0,0,0,3,0.008287292817679558,0.03535353535353535,18,0.08274938169826876,,7.6912,-1,,0.47900016091830705,,,0,0,0.47900016091830705,,-5.65625,-0.17138820266252167,,,,,low,low,channel only,0,SCR
Group 140 SCR,OR,0,192,192,0.015625,3,0,0,0,3,0.008287292817679558,0.03535353535353535,18,0.08274938169826876,14.486666666666666,7.940156249999997,,,,,,0,0,,,0,0,-16.769791666666677,,,,baseline,baseline,baseline,0,SCR
Group 140 SCR,OR,5,30,30,0.03333333333333333,1,0,0,0,3,0.008287292817679558,0.03535353535353535,18,0.08274938169826876,10.51,8.963000000000001,1.1333333333333333,-0.27450529222273357,-0.005206134796679339,-0.022214143960858055,,0,0,-0.005206134796679339,-0.022214143960858055,6.410416666666666,0.19883203020270554,28.11066666666666,,637.8281534286773,,low,low,channel only,0,SCR
Group 140 SCR,OR,10,32,32,0.03125,1,0,1,0.03125,3,0.008287292817679558,0.03535353535353535,18,0.08274938169826876,28,10.859999999999998,1,0.9328117809479982,0.3619201725997842,-0.013324305096168755,,0,0,0.3619201725997842,-0.013324305096168755,5.65625,0.16114050511125066,218.04,,1965.6758540090045,,low,mid,channel only,0,SCR
Group 140 SCR,OR,20,2,2,0,0,0,0,0,3,0.008287292817679558,0.03535353535353535,18,0.08274938169826876,,4.66,-1,,-0.045118227372377064,,,0,0,-0.045118227372377064,,-5.65625,-0.1187251799609917,,,,,low,low,channel only,0,SCR
Group 140 SCR,OR,30,2,2,0,0,0,0,0,3,0.008287292817679558,0.03535353535353535,18,0.08274938169826876,,6.869999999999999,-1,,0.18273338312173265,,,0,0,0.18273338312173265,,-5.65625,-0.14373225526773603,,,,,low,low,channel only,0,SCR
Group 15 MCH,OR,-15,328,328,0.009146341463414634,3,0,2,0.006097560975609756,15,0.004478948939982084,0.07815213615838833,13,0.07498017732285735,10.11,5.639756097560979,-0.4829268292682927,0.4366917720619579,-0.42364208061051056,-0.16561152824265934,,0,0,-0.42364208061051056,-0.16561152824265934,-28.60828923147722,-0.7544977323323464,-183.2596036585366,,-410.4457615587017,,low,high,channel only,0,MCH
Group 15 MCH,OR,-10,317,317,0.015772870662460567,5,0,0,0,15,0.004478948939982084,0.07815213615838833,13,0.07498017732285735,7.882,5.858138801261831,-0.1083070452155626,0.12007957936620701,-0.09028039770896873,-0.07467921513520111,,0,0,-0.09028039770896873,-0.07467921513520111,-6.416042943872391,-0.16247795691307268,-76.58640378548904,,-2562.5235824282568,,low,low,channel only,0,MCH
Group 15 MCH,OR,-5,339,339,0.029498525073746312,10,0,2,0.0058997050147492625,15,0.004478948939982084,0.07815213615838833,13,0.07498017732285735,7.6049999999999995,6.234100294985254,0.6676499508357916,0.08071621429586452,-0.06712785055551557,-0.11381217875644949,,0,0,-0.06712785055551557,-0.11381217875644949,39.55117367952358,1.0859089417526613,258.36221238938055,,691.86483645376,,low,low,channel only,0,MCH
Group 15 MCH,OR,0,1696,1696,0.01768867924528302,30,0,6,0.003537735849056604,15,0.004478948939982084,0.07815213615838833,13,0.07498017732285735,7.037000000000001,6.276851415094343,,,,,,0,0,,,0,0,-76.0724351415094,,,,baseline,baseline,baseline,0,MCH
Group 15 MCH,OR,5,345,345,0.028985507246376812,10,0,4,0.011594202898550725,15,0.004478948939982084,0.07815213615838833,13,0.07498017732285735,7.418999999999999,6.690666666666667,0.6386473429951691,0.05428449623419039,0.30440356107913646,0.0012843407390624691,,0,0,0.30440356107913646,0.0012843407390624691,37.83307697566311,1.0632942316973684,227.24060869565204,,677.3107454424974,,low,high,channel only,0,MCH
Group 15 MCH,OR,10,324,324,0.024691358024691357,8,0,1,0.0030864197530864196,15,0.004478948939982084,0.07815213615838833,13,0.07498017732285735,7.73125,6.728919753086421,0.39588477366255137,0.09865709819525356,0.09623079372429087,-0.038086186519554165,,0,0,0.09623079372429087,-0.038086186519554165,23.451971232238527,0.6053927039282131,146.36756172839506,,1056.0212529489017,,low,low,channel only,0,MCH
Group 15 MCR,OR,-15,18,18,0,0,0,0,0,0,0,0.0441400304414003,0,0.07628979143798024,,1.2566666666666668,,,-1,,,0,0,-1,,0,0,,,,,low,low,channel only,0,MCR
Group 15 MCR,OR,-10,21,21,0,0,0,0,0,0,0,0.0441400304414003,0,0.07628979143798024,,1.3000000000000003,,,-0.12749590834697214,,,0,0,-0.12749590834697214,,0,0,,,,,low,low,channel only,0,MCR
Group 15 MCR,OR,-5,12,12,0,0,0,0,0,0,0,0.0441400304414003,0,0.07628979143798024,,1.5116666666666667,,,-1,,,0,0,-1,,0,0,,,,,low,low,channel only,0,MCR
Group 15 MCR,OR,0,68,68,0,0,0,0,0,0,0,0.0441400304414003,0,0.07628979143798024,,1.4608823529411767,,,,,,0,0,,,0,0,,,,,baseline,baseline,baseline,0,MCR
Group 15 MCR,OR,5,12,12,0,0,0,0,0,0,0,0.0441400304414003,0,0.07628979143798024,,1.5441666666666665,,,-1,,,0,0,-1,,0,0,,,,,low,low,channel only,0,MCR
Group 15 MCR,OR,10,13,13,0,0,0,0,0,0,0,0.0441400304414003,0,0.07628979143798024,,1.389230769230769,,,-1,,,0,0,-1,,0,0,,,,,low,low,channel only,0,MCR
Group 15 SCH,OR,-20,817,817,0,0,0,0,0,0,0,0.05909617612977984,12,0.060943846702427834,,1.3027172582619346,-1,,-0.4052370010583458,,,0,0,-0.4052370010583458,,-1.9898673100120627,-0.04390816438431896,,,,,low,mid,channel only,0,SCH
Group 15 SCH,OR,-10,800,800,0,0,0,0,0,0,0,0.05909617612977984,12,0.060943846702427834,,1.4930875000000001,-1,,-0.17508197294164926,,,0,0,-0.17508197294164926,,-1.9898673100120627,-0.040957619249480104,,,,,low,low,channel only,0,SCH
Group 15 SCH,OR,0,4145,4145,0.00024125452352231604,1,0,0,0,0,0,0.05909617612977984,12,0.060943846702427834,0.67,1.611425814234018,,,,,,0,0,,,0,0,-1.056788902291918,,,,baseline,baseline,baseline,0,SCH
Group 15 SCH,OR,10,831,831,0,0,0,0,0,0,0,0.05909617612977984,12,0.060943846702427834,,1.7720577617328535,-1,,-0.009602605920339916,,,0,0,-0.009602605920339916,,-1.9898673100120627,-0.041750852433636625,,,,,low,low,channel only,0,SCH
Group 15 SCH,OR,20,843,843,0.0011862396204033216,1,0,0,0,0,0,0.05909617612977984,12,0.060943846702427834,0.52,1.9110320284697497,3.916963226571768,-0.22388059701492538,1.0121073749556724,0.27071378707898036,,0,0,1.0121073749556724,0.27071378707898036,7.794237079074534,0.12049054177997005,2.69773428232503,,42.22517557947273,,low,high,channel only,0,SCH
Group 15 SCH,OR,30,812,812,0.0012315270935960591,1,0,0,0,0,0,0.05909617612977984,12,0.060943846702427834,1.2,2.0651600985221696,4.1046798029556655,0.7910447761194028,1.5422182130222974,0.2498623883795319,,0,0,1.5422182130222974,0.2498623883795319,8.167768157968233,0.1528601040180103,9.799162561576354,,79.74064024017804,,low,high,channel only,0,SCH
Group 150 MCH,OR,-15,49,49,0.2857142857142857,14,4,11,0.22448979591836735,71,0.13706563706563707,0.07815213615838833,288,0.07498017732285735,84.3457142857143,70.24102040816328,0.37254901960784315,-0.20829840825791773,-0.1063252145651777,-0.13441574621968225,,0,0,-0.1063252145651777,-0.13441574621968225,40.17142857142858,2.366619229541453,224.96571428571588,3064.5499999999997,1960.721265748572,-0.36019276378307674,low,mid,channel only,-15,MCH
Group 150 MCH,OR,-10,58,58,0.2413793103448276,14,4,8,0.13793103448275862,71,0.13706563706563707,0.07815213615838833,288,0.07498017732285735,117.15857142857143,79.74913793103448,0.1595672751859365,0.099695796896445,0.012532579850112233,-0.016663742908171412,1.5138258811090646,0.24896243472189847,0.8716001050126675,0.012532579850112233,-0.016663742908171412,17.205911330049275,0.4357173641432374,2390.661379310348,3064.5499999999997,3302.4785343012463,0.07763897939379244,low,low,channel only,-15,MCH
Group 150 MCH,OR,-5,64,64,0.265625,17,4,12,0.1875,71,0.13706563706563707,0.07815213615838833,288,0.07498017732285735,96.79529411764705,74.67781249999997,0.2760416666666667,-0.0914418227997202,-0.032489389481979665,-0.07863205151003957,,0,0,-0.032489389481979665,-0.07863205151003957,29.765178571428578,1.5753870828227496,1060.227499999999,3064.5499999999997,2388.789747178781,-0.22050880319173086,low,low,channel only,-15,MCH
Group 150 MCH,OR,0,245,245,0.20816326530612245,51,4,28,0.11428571428571428,71,0.13706563706563707,0.07815213615838833,288,0.07498017732285735,106.53725490196076,83.95395918367349,,,,,0.4569896357184655,0.12189180069892806,0.9432688488931746,,,0,0,-770.4400000000023,3064.5499999999997,2871.939999999999,-0.06285098954169474,baseline,baseline,baseline,-15,MCH
Group 150 MCH,OR,5,51,51,0.19607843137254902,10,4,7,0.13725490196078433,71,0.13706563706563707,0.07815213615838833,288,0.07498017732285735,95.33600000000001,82.10176470588236,-0.05805459438677432,-0.10513932344388384,0.209227662909786,0.07573917670566647,5.208960910280922,0.33616560233253745,0.8432228858967881,0.209227662909786,0.07573917670566647,-6.2599439775910355,-0.17593499800195841,-2575.0533333333315,3064.5499999999997,2532.1605834647958,-0.17372515264401103,low,high,channel only,-15,MCH
Group 150 MCH,OR,10,51,51,0.2549019607843137,13,4,5,0.09803921568627451,71,0.13706563706563707,0.07815213615838833,288,0.07498017732285735,108.06615384615384,98.32647058823525,0.22452902729719332,0.014350838545633817,-0.011614209655763909,-0.027398042914405486,,0,0,-0.011614209655763909,-0.027398042914405486,24.21064425770308,0.6249772032325619,2010.7701960784307,3064.5499999999997,3085.197952133761,0.0067376783324669095,low,low,channel only,-15,MCH
Group 150 MCR,OR,-15,3,3,0,0,0,0,0,0,0,0.0441400304414003,0,0.07628979143798024,,26.983333333333334,,,0.23776223776223773,,,0,0,0.23776223776223773,,0,0,,,,,low,low,channel only,0,MCR
Group 150 MCR,OR,-10,3,3,0,0,0,0,0,0,0,0.0441400304414003,0,0.07628979143798024,,32.766666666666666,,,-0.22197802197802205,,,0,0,-0.22197802197802205,,0,0,,,,,low,low,channel only,0,MCR
Group 150 MCR,OR,-5,5,5,0,0,0,0,0,0,0,0.0441400304414003,0,0.07628979143798024,,20.602,,,-1,,,0,0,-1,,0,0,,,,,low,low,channel only,0,MCR
Group 150 MCR,OR,0,23,23,0,0,0,0,0,0,0,0.0441400304414003,0,0.07628979143798024,,25.968695652173906,,,,,,0,0,,,0,0,,,,,baseline,baseline,baseline,0,MCR
Group 150 MCR,OR,5,2,2,0,0,0,0,0,0,0,0.0441400304414003,0,0.07628979143798024,,25.66,,,-1,,,0,0,-1,,0,0,,,,,low,low,channel only,0,MCR
Group 150 MCR,OR,10,6,6,0,0,0,0,0,0,0,0.0441400304414003,0,0.07628979143798024,,28.311666666666667,,,2.0256410256410255,,,0,0,2.0256410256410255,,0,0,,,,,low,mid,channel only,0,MCR
Group 150 SCH,OR,-20,30,30,0,0,1,0,0,8,0.034782608695652174,0.05909617612977984,58,0.060943846702427834,,16.676000000000002,-1,,-0.35769948700544324,,,0,0,-0.35769948700544324,,-15.046728971962615,-0.3320192486318216,,280.88,,,low,high,channel only,0,SCH
Group 150 SCH,OR,-10,20,20,0,0,1,0,0,8,0.034782608695652174,0.05909617612977984,58,0.060943846702427834,,14.477,-1,,-0.10793038066167279,,,0,0,-0.10793038066167279,,-15.046728971962615,-0.3097081866127194,,280.88,,,low,low,channel only,0,SCH
Group 150 SCH,OR,0,107,107,0.06542056074766354,7,1,5,0.04672897196261682,8,0.034782608695652174,0.05909617612977984,58,0.060943846702427834,22.815714285714286,17.57271028037384,,,,,,0,0,,,0,0,62.42186915887845,280.88,343.30186915887845,0.22223678851779569,baseline,baseline,baseline,0,SCH
Group 150 SCH,OR,10,26,26,0.038461538461538464,1,1,0,0,8,0.034782608695652174,0.05909617612977984,58,0.060943846702427834,26.51,20.081153846153843,-0.412087912087912,0.16191847723999755,0.10106742910787182,0.08091257404493939,,0,0,0.10106742910787182,0.08091257404493939,-6.2005751258087685,-0.13009877381208418,-46.3684615384615,280.88,269.58409920769486,-0.04021610934315414,low,low,channel only,0,SCH
Group 150 SCH,OR,20,25,25,0.12,3,1,2,0.08,8,0.034782608695652174,0.05909617612977984,58,0.060943846702427834,20.34,20.0168,0.8342857142857144,-0.10850917287583746,0.22283746465753684,0.055607730466834315,,0,0,0.22283746465753684,0.055607730466834315,12.553271028037383,0.19406010003722157,280.5039999999999,280.88,470.1471893939847,0.6738364760537764,low,mid,channel only,0,SCH
Group 150 SCH,OR,30,22,22,0.045454545454545456,1,1,1,0.045454545454545456,8,0.034782608695652174,0.05909617612977984,58,0.060943846702427834,33.64,20.615000000000002,-0.30519480519480513,0.47442239058293156,0.5842486147536133,0.16334085784841454,31.227487045711054,0.8067674738384247,0.6412585435447345,0.5842486147536133,0.16334085784841454,-4.59218351741716,-0.08594289609669765,70.81090909090909,280.88,384.7581377455323,0.3698310230188418,low,high,channel only,0,SCH
Group 150 SCR,OR,-20,1,1,0,0,0,0,0,1,0.02631578947368421,0.03535353535353535,9,0.08274938169826876,,7.49,-1,,-0.4941780821917809,,,0,0,-0.4941780821917809,,-2.714285714285714,-0.0813226682207124,,,,,low,low,channel only,0,SCR
Group 150 SCR,OR,-15,4,4,0,0,0,0,0,1,0.02631578947368421,0.03535353535353535,9,0.08274938169826876,,10.4725,-1,,-0.0020270270270270297,,,0,0,-0.0020270270270270297,,-2.714285714285714,-0.07900233111012044,,,,,low,low,channel only,0,SCR
Group 150 SCR,OR,-10,7,7,0,0,0,0,0,1,0.02631578947368421,0.03535353535353535,9,0.08274938169826876,,9.731428571428571,-1,,-0.050992990654205685,,,0,0,-0.050992990654205685,,-2.714285714285714,-0.07585793958914086,,,,,low,low,channel only,0,SCR
